﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
LA-FRETTE-MONTIGNY;87381871;JOB;2024-01-16;2024;J;J6;Avant 6h;49
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;243
GROSLAY;87276360;SAM;2024-01-20;2024;H;H;De 16h à 20h;458
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;427
LA-VERRIERE;87393256;SAM;2024-01-20;2024;N;N;Avant 6h;34
REPUBLIQUE-MARX-DORMOY;87704254;JOB;2021-09-21;2021;T4;T4;Après 20h;56
EVRY-VAL-DE-SEINE;87681361;SAM;2024-02-03;2024;D;D;Après 20h;50
BECON-LES-BRUYERES;87382002;DIM;2024-01-21;2024;L;L2;Après 20h;228
SAINT-CYR;87393223;JOB;2024-11-06;2024;U;U;De 16h à 20h;703
ROISSY-EN-BRIE;87116038;JOB;2022-03-22;2022;E;E;De 16h à 20h;855
HERBLAY;87381889;DIM;2024-01-21;2024;J;J6;De 10h à 16h;1059
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 6h à 10h;11860
LARDY;87545160;JOB;2025-06-02;2025;C;C;Après 20h;14
ROISSY-EN-BRIE;87116038;SAM;2022-03-19;2022;E;E;Avant 6h;44
AUVERS-SUR-OISE;87276543;SAM;2024-01-20;2024;H;H;De 6h à 10h;22
BOISSY-L'AILLERIE;87381152;DIM;2024-01-21;2024;J;J6;De 16h à 20h;65
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;Après 20h;238
ROMAIN-ROLLAND;87704296;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;323
FONTAINE-LE-PORT;87682427;SAM;2024-01-20;2024;R;R;De 10h à 16h;25
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2025-09-02;2025;C;C;De 10h à 16h;7713
SAINT-LEU-LA-FORET;87276600;SAM;2024-01-20;2024;H;H;Avant 6h;27
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;376
BAGNEAUX-SUR-LOING;87684191;JOB;2024-01-16;2024;R;R;De 6h à 10h;64
BONDY;87113407;SAM;2022-03-19;2022;E;E;Avant 6h;161
LE-BOURGET;87271395;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;2253
SAINT-CHERON;87545509;JOB;2025-06-02;2025;C;C;De 16h à 20h;321
GARANCIERES-LA-QUEUE;87393439;JOB;2024-01-16;2024;N;N;De 16h à 20h;90
BIEVRES;87393546;JOB;2025-06-02;2025;C;V;Après 20h;10
SAINT-MARTIN-D'ETAMPES;87545350;JOB;2025-11-02;2025;C;C;De 10h à 16h;228
SAINT-CLOUD;87382358;DIM;2024-01-21;2024;L;L2;De 6h à 10h;410
BELLEVUE;87393116;DIM;2024-01-21;2024;N;N;De 16h à 20h;297
AVENUE-HENRI-MARTIN;87381046;JOB;2025-11-02;2025;C;C;De 6h à 10h;431
LE-COUDRAY-MONTCEAUX;87681635;SAM;2024-02-03;2024;D;D;De 16h à 20h;13
SAINT-CYR;87393223;DIM;2024-01-21;2024;N;N;Après 20h;264
ISSOU-PORCHEVILLE;87381574;SAM;2024-01-20;2024;J;J6;Avant 6h;3
BOIS-LE-ROI;87682203;SAM;2024-01-20;2024;R;R;De 6h à 10h;267
SAINT-MICHEL-NOTRE-DAME;87547315;DIM;2025-09-02;2025;C;C;De 6h à 10h;2291
SAINT-CYR;87393223;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;271
JUVISY;87545244;DIM;2025-09-02;2025;C;C;Avant 6h;198
BOUFFEMONT-MOISSELLES;87276485;DIM;2024-01-21;2024;H;H;De 16h à 20h;194
LEON-BLUM;87704262;JOB;2021-09-21;2021;T4;T4;Avant 6h;28
SAINT-CYR;87393223;SAM;2024-04-27;2024;U;U;Avant 6h;14
JUVISY;87545244;SAM;2024-02-03;2024;D;D;Avant 6h;146
BOIS-BRIARD;87746024;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;18
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2024-01-21;2024;H;H;Avant 6h;9
SAINT-DENIS;87271015;DIM;2024-03-03;2024;D;D;De 10h à 16h;15581
JUVISY;87545244;SAM;2025-08-02;2025;C;C;De 10h à 16h;7604
BELLOY-SAINT-MARTIN;87276550;DIM;2024-01-21;2024;H;H;Avant 6h;2
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;Avant 6h;36
SAINT-LEU-LA-FORET;87276600;SAM;2024-01-20;2024;H;H;De 16h à 20h;472
GUERARD-LA-CELLE-SUR-MORIN;87116269;DIM;2023-11-19;2023;P;P;De 6h à 10h;6
BOISSY-L'AILLERIE;87381152;DIM;2024-01-21;2024;J;J6;Après 20h;5
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2024-01-20;2024;H;H;Avant 6h;23
SAINT-MICHEL-SUR-ORGE;87545202;DIM;2025-09-02;2025;C;C;Avant 6h;38
HAUSSMANN-SAINT-LAZARE;87281899;JOB;2022-03-22;2022;E;E;Après 20h;5434
BONDY;87113407;DIM;2022-03-20;2022;E;E;Après 20h;504
LES-SAULES;87546226;JOB;2025-06-02;2025;C;C;Après 20h;41
SAINT-MICHEL-SUR-ORGE;87545202;JOB;2025-04-02;2025;C;C;Avant 6h;168
HERICY;87682435;DIM;2024-01-21;2024;R;R;Après 20h;4
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;Avant 6h;47
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2024-01-16;2024;N;N;De 16h à 20h;3323
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;Après 20h;79
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;Avant 6h;43
BEYNES;87393363;DIM;2024-01-21;2024;N;N;Après 20h;10
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;Après 20h;46
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2024-01-16;2024;L;L2;De 16h à 20h;406
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;De 10h à 16h;386
BRETIGNY;87545194;JOB;2025-11-02;2025;C;C;De 10h à 16h;2339
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2025-11-02;2025;C;C;De 10h à 16h;1313
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;SAM;2023-10-14;2023;T13;T13;Après 20h;23
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2022-11-30;2022;A;A;De 16h à 20h;3703
BIEVRES;87393546;DIM;2025-09-02;2025;C;V;Après 20h;16
MAGENTA;87281873;SAM;2022-03-19;2022;E;E;De 10h à 16h;10898
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;Avant 6h;33
BOURAY;87545178;JOB;2025-06-02;2025;C;C;Après 20h;23
BRETIGNY;87545194;DIM;2025-09-02;2025;C;C;Avant 6h;60
SARCELLES-SAINT-BRICE;87276386;DIM;2024-01-21;2024;H;H;Après 20h;348
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;De 6h à 10h;310
IGNY;87393561;SAM;2025-08-02;2025;C;V;Après 20h;26
BOURRON-MARLOTTE-GREZ;87684118;JOB;2024-01-16;2024;R;R;Après 20h;7
MAISONS-ALFORT-ALFORTVILLE;87681155;SAM;2024-02-03;2024;D;D;De 16h à 20h;3671
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2024-01-21;2024;H;H;De 16h à 20h;169
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;Avant 6h;0
BOUSSY-SAINT-ANTOINE;87682138;SAM;2024-02-03;2024;D;D;Après 20h;275
SARCELLES-SAINT-BRICE;87276386;DIM;2024-01-21;2024;H;H;De 6h à 10h;564
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2025-09-02;2025;C;C;Avant 6h;4
LA-FERTE-SOUS-JOUARRE;87116517;JOB;2023-09-19;2023;P;P;Avant 6h;273
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;De 10h à 16h;18
MAISONS-LAFFITTE;87386425;JOB;2022-11-30;2022;A;A;De 10h à 16h;2607
SAINT-OUEN-L'AUMONE-LIESSE;87337980;JOB;2025-06-02;2025;C;C;Avant 6h;7
LA-GARENNE-COLOMBES;87386003;JOB;2024-01-16;2024;L;L3;Avant 6h;54
CERGY-LE-HAUT;87382655;JOB;2024-01-16;2024;L;L3;Après 20h;0
SAVIGNY-SUR-ORGE;87545236;DIM;2025-09-02;2025;C;C;De 6h à 10h;595
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2025-08-02;2025;C;C;De 6h à 10h;77
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2024-01-16;2024;L;L3;De 10h à 16h;235
CERGY-PREFECTURE;87381905;JOB;2022-11-30;2022;A;A;De 16h à 20h;5182
MANTES-LA-JOLIE;87381509;JOB;2025-01-04;2025;J;J5;De 16h à 20h;1154
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;SAM;2024-01-20;2024;J;J6;De 6h à 10h;163
IVRY-SUR-SEINE;87545301;JOB;2025-11-02;2025;C;C;De 6h à 10h;2120
CERNAY;87276063;DIM;2024-01-21;2024;H;H;Après 20h;69
SAVIGNY-SUR-ORGE;87545236;SAM;2025-08-02;2025;C;C;De 10h à 16h;2510
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-01-21;2024;N;N;Après 20h;234
CERNAY;87276063;SAM;2025-08-02;2025;C;C;Avant 6h;20
CERNAY;87276063;JOB;2025-11-02;2025;C;C;De 6h à 10h;1661
MARCHEZAIS-BROUE;87393470;JOB;2024-01-16;2024;N;N;De 16h à 20h;42
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;SAM;2025-08-02;2025;C;C;De 16h à 20h;397
JUVISY;87545244;SAM;2024-02-03;2024;D;D;De 6h à 10h;2375
CERNAY;87276063;SAM;2025-08-02;2025;C;C;De 10h à 16h;648
MAREIL-MARLY;87733667;DIM;2023-10-15;2023;T13;T13;Après 20h;12
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2025-06-02;2025;C;C;Avant 6h;169
L'ETANG-LA-VILLE;87382473;DIM;2024-01-21;2024;L;L2;De 16h à 20h;125
BORAN-SUR-OISE;87276444;JOB;2024-01-16;2024;H;H;De 10h à 16h;8
SEVRES-RIVE-GAUCHE;87393124;JOB;2024-01-16;2024;N;N;Après 20h;101
SARTROUVILLE;87386417;JOB;2022-11-30;2022;A;A;De 16h à 20h;2758
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;45
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;De 16h à 20h;55
MASSY-PALAISEAU;87393579;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;2533
SARTROUVILLE;87386417;SAM;2024-01-20;2024;L;L3;Avant 6h;33
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;Après 20h;84
CHAMPAGNE-SUR-OISE;87276519;JOB;2024-01-16;2024;H;H;De 16h à 20h;103
SEVRES-VILLE-D'AVRAY;87382341;JOB;2024-04-25;2024;U;U;Après 20h;54
SARTROUVILLE;87386417;SAM;2024-01-20;2024;L;L3;De 6h à 10h;252
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;Avant 6h;12
CHAMPBENOIST-POIGNY;87115873;DIM;2023-11-19;2023;P;P;De 10h à 16h;65
SOUPPES-CHATEAU-LANDON;87684217;DIM;2024-01-21;2024;R;R;De 10h à 16h;330
SAVIGNY-SUR-ORGE;87545236;SAM;2025-08-02;2025;C;C;Avant 6h;127
LA-CELLE-SAINT-CLOUD;87382432;JOB;2024-01-16;2024;L;L2;De 16h à 20h;818
CHATEAU-THIERRY;87116582;DIM;2023-09-17;2023;P;P;De 10h à 16h;315
STAINS-LA-CERISAIE;87697334;DIM;2021-11-21;2021;T11;T11;De 10h à 16h;796
SEUGY;87272039;JOB;2024-01-16;2024;H;H;De 16h à 20h;26
CHARTRETTES;87682419;SAM;2024-01-20;2024;R;R;De 16h à 20h;17
CHANTELOUP-LES-VIGNES;87381475;JOB;2024-01-16;2024;J;J6;De 6h à 10h;758
MAURICE-AUDIN;87704270;SAM;2021-09-18;2021;T4;T4;Avant 6h;9
SEVRES-RIVE-GAUCHE;87393124;DIM;2024-01-21;2024;N;N;Avant 6h;0
LES-MUREAUX;87386680;JOB;2025-01-04;2025;J;J5;De 10h à 16h;1420
CHAVILLE-RIVE-DROITE;87382333;SAM;2024-04-27;2024;U;U;Avant 6h;2
MERY-SUR-OISE;87276667;SAM;2024-01-20;2024;H;H;De 10h à 16h;288
SEVRES-RIVE-GAUCHE;87393124;DIM;2024-01-21;2024;N;N;De 10h à 16h;326
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 6h à 10h;322
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;Après 20h;494
MEUDON-VAL-FLEURY;87393082;DIM;2025-09-02;2025;C;C;Avant 6h;4
SEVRES-VILLE-D'AVRAY;87382341;SAM;2024-08-06;2024;U;U;De 16h à 20h;129
LES-NOUES;87276238;JOB;2024-05-03;2024;D;D;De 6h à 10h;1716
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;Après 20h;5406
MONTARGIS;87684001;SAM;2024-01-20;2024;R;R;De 6h à 10h;303
LAVILLETERTRE;87381202;DIM;2024-01-21;2024;J;J6;De 10h à 16h;5
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-04-25;2024;U;U;Après 20h;73
CHEMIN-D'ANTONY;87546317;DIM;2025-09-02;2025;C;C;De 10h à 16h;110
MONTIGNY-BEAUCHAMP;87276089;DIM;2024-01-21;2024;H;H;Après 20h;239
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;De 10h à 16h;2429
LES-PAVILLONS-SOUS-BOIS;87113852;JOB;2021-09-21;2021;T4;T4;Après 20h;167
CONFLANS-FIN-D'OISE;87381459;JOB;2022-11-30;2022;A;A;Après 20h;144
TAVERNY;87276634;SAM;2024-01-20;2024;H;H;Avant 6h;23
SOUPPES-CHATEAU-LANDON;87684217;SAM;2024-01-20;2024;R;R;De 10h à 16h;331
CHILLY-MAZARIN;87393637;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;54
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;De 16h à 20h;1774
MONTIGNY-BEAUCHAMP;87276089;DIM;2025-09-02;2025;C;C;Après 20h;86
LE-BLANC-MESNIL;87271478;JOB;2023-10-10;2023;B;B;De 10h à 16h;1647
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;214
CONFLANS-SAINTE-HONORINE;87381897;JOB;2024-01-16;2024;J;J6;Après 20h;330
THIEUX-NANTOUILLET;87272054;SAM;2024-01-20;2024;K;K;De 10h à 16h;9
SURESNES-MONT-VALERIEN;87382374;JOB;2024-04-23;2024;U;U;De 10h à 16h;167
COMBS-LA-VILLE-QUINCY;87682146;SAM;2024-02-03;2024;D;D;De 6h à 10h;791
CONFLANS-SAINTE-HONORINE;87381897;SAM;2024-01-20;2024;J;J6;Après 20h;410
MORET-VENEUX-LES-SABLONS;87682278;DIM;2024-01-21;2024;R;R;Avant 6h;22
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;De 16h à 20h;745
LA-GRANDE-PAROISSE;87682476;SAM;2024-01-20;2024;R;R;De 16h à 20h;30
CHAMPAGNE-SUR-SEINE;87682450;JOB;2024-01-16;2024;R;R;Avant 6h;9
TOURNAN;87116210;JOB;2023-11-14;2023;P;P;De 10h à 16h;293
SURVILLIERS-FOSSES;87276261;SAM;2024-02-03;2024;D;D;Après 20h;70
LES-SAULES;87546226;DIM;2025-09-02;2025;C;C;De 10h à 16h;250
CREPY-EN-VALOIS;87271593;SAM;2024-01-20;2024;K;K;Après 20h;20
MORET-VENEUX-LES-SABLONS;87682278;SAM;2024-01-20;2024;R;R;Avant 6h;30
TRAPPES;87393835;SAM;2024-04-27;2024;U;U;Avant 6h;31
LA-VERRIERE;87393256;JOB;2024-11-06;2024;U;U;De 16h à 20h;1052
COURBEVOIE;87382200;SAM;2024-01-20;2024;L;L2;De 16h à 20h;1316
TRIE-CHATEAU;87381236;JOB;2024-01-16;2024;J;J6;De 10h à 16h;4
TRIE-CHATEAU;87381236;DIM;2024-01-21;2024;J;J6;De 6h à 10h;2
LAVILLETERTRE;87381202;DIM;2024-01-21;2024;J;J6;De 16h à 20h;8
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;Après 20h;9
MOULIN-GALANT;87681403;DIM;2024-03-03;2024;D;D;De 16h à 20h;108
LE-STADE;87381095;JOB;2024-01-16;2024;J;J6;Après 20h;14
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;De 10h à 16h;1702
CRETEIL-POMPADOUR;87608802;DIM;2024-03-03;2024;D;D;De 10h à 16h;3511
VERNOU-SUR-SEINE;87682468;SAM;2024-01-20;2024;R;R;De 10h à 16h;35
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 6h à 10h;2378
SARTROUVILLE;87386417;SAM;2022-11-19;2022;A;A;De 10h à 16h;4365
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 16h à 20h;69
NANTEUIL-LE-HAUDOUIN;87271577;DIM;2024-01-21;2024;K;K;De 10h à 16h;17
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;De 6h à 10h;749
SERMAISE;87545517;JOB;2025-06-02;2025;C;C;Après 20h;2
EPINAY-SUR-ORGE;87545228;JOB;2024-11-26;2024;T12;T12;Après 20h;189
VERSAILLES-CHANTIERS;87393009;JOB;2025-06-02;2025;C;C;Après 20h;188
VANVES-MALAKOFF;87391532;JOB;2024-01-16;2024;N;N;De 10h à 16h;551
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 10h à 16h;1481
CHAPONVAL;87276162;JOB;2024-01-16;2024;H;H;De 10h à 16h;17
NOGENT-L'ARTAUD-CHARLY;87116566;JOB;2023-09-19;2023;P;P;De 6h à 10h;375
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;De 6h à 10h;176
SEVRAN-LIVRY;87271429;DIM;2019-03-17;2019;B;B;Avant 6h;101
EPINAY-SUR-SEINE;87271148;DIM;2021-11-21;2021;T11;T11;Après 20h;389
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;SAM;2025-08-02;2025;C;C;Après 20h;340
VERNEUIL-L'ETANG;87116079;JOB;2023-11-14;2023;P;P;Après 20h;19
LES-GRESILLONS;87272146;SAM;2025-08-02;2025;C;C;De 10h à 16h;1429
ERMONT-EAUBONNE;87276055;JOB;2025-06-02;2025;C;C;Après 20h;554
NOTRE-DAME-DES-ANGES;87704312;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;80
VERNOUILLET-VERNEUIL;87386656;SAM;2021-04-12;2021;J;J5;De 16h à 20h;319
SEVRES-VILLE-D'AVRAY;87382341;DIM;2024-01-21;2024;L;L2;De 10h à 16h;553
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;De 6h à 10h;837
VERT-GALANT;87271437;JOB;2023-10-10;2023;B;B;De 6h à 10h;5562
VERSAILLES-CHANTIERS;87393009;JOB;2024-11-06;2024;U;U;De 16h à 20h;2402
LIANCOURT-SAINT-PIERRE;87381210;SAM;2024-01-20;2024;J;J6;De 6h à 10h;4
EPLUCHES;87276147;DIM;2024-01-21;2024;H;H;De 10h à 16h;39
OZOIR-LA-FERRIERE;87116020;JOB;2022-03-22;2022;E;E;Après 20h;80
VIGNEUX-SUR-SEINE;87681304;SAM;2024-02-03;2024;D;D;De 16h à 20h;1074
SOUPPES-CHATEAU-LANDON;87684217;DIM;2024-01-21;2024;R;R;De 16h à 20h;301
CHAUMONT-EN-VEXIN;87381228;SAM;2024-01-20;2024;J;J6;De 6h à 10h;29
OZOIR-LA-FERRIERE;87116020;SAM;2022-03-19;2022;E;E;Après 20h;86
VILLENEUVE-LE-ROI;87545277;JOB;2025-06-02;2025;C;C;Avant 6h;68
SOUPPES-CHATEAU-LANDON;87684217;JOB;2024-01-16;2024;R;R;Après 20h;24
EPONE-MEZIERES;87386763;DIM;2024-01-21;2024;N;N;De 10h à 16h;110
PARC-DU-CHATEAU;87745786;DIM;2024-01-12;2024;T12;T12;Après 20h;18
VILLENEUVE-TRIAGE;87681809;DIM;2024-03-03;2024;D;D;Après 20h;92
SOUPPES-CHATEAU-LANDON;87684217;SAM;2024-01-20;2024;R;R;Après 20h;41
CHAVILLE-RIVE-DROITE;87382333;SAM;2024-01-20;2024;L;L2;De 6h à 10h;267
VILLENEUVE-LE-ROI;87545277;SAM;2025-08-02;2025;C;C;De 6h à 10h;381
VILLENEUVE-TRIAGE;87681809;JOB;2024-05-03;2024;D;D;Après 20h;94
LIVRY-SUR-SEINE;87682401;DIM;2024-01-21;2024;R;R;Après 20h;8
ERMONT-EAUBONNE;87276055;DIM;2024-01-21;2024;J;J4;Avant 6h;61
VILLENEUVE-SAINT-GEORGES;87681825;JOB;2024-05-03;2024;D;D;De 10h à 16h;6156
VIROFLAY-RIVE-DROITE;87382887;JOB;2024-01-16;2024;L;L2;De 6h à 10h;1949
SURESNES-MONT-VALERIEN;87382374;SAM;2024-08-06;2024;U;U;De 16h à 20h;126
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2024-01-20;2024;N;N;De 6h à 10h;198
VILLENEUVE-SAINT-GEORGES;87681825;JOB;2024-05-03;2024;D;D;De 16h à 20h;7462
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2024-01-21;2024;N;N;Après 20h;202
LYCEE-HENRI-SELLIER;87988717;SAM;2021-09-18;2021;T4;T4;Avant 6h;10
ERMONT-EAUBONNE;87276055;SAM;2025-08-02;2025;C;C;De 10h à 16h;1643
PARIS-GARE-DU-NORD;87271031;JOB;2023-10-10;2023;B;B;De 16h à 20h;44866
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2024-01-16;2024;N;N;De 16h à 20h;1983
LYCEE-HENRI-SELLIER;87988717;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;334
CHEMIN-D'ANTONY;87546317;DIM;2025-09-02;2025;C;C;Après 20h;20
VILLENNES-SUR-SEINE;87386649;JOB;2025-01-04;2025;J;J5;Avant 6h;17
VITRY-SUR-SEINE;87545293;DIM;2025-09-02;2025;C;C;De 16h à 20h;641
VAIRES-TORCY;87116293;DIM;2023-11-19;2023;P;P;Après 20h;117
ESBLY;87116327;DIM;2023-11-19;2023;P;P;Après 20h;107
PEREIRE-LEVALLOIS;87381012;DIM;2025-09-02;2025;C;C;De 10h à 16h;669
VITRY-SUR-SEINE;87545293;DIM;2025-09-02;2025;C;C;De 6h à 10h;331
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;De 6h à 10h;1373
EVRY-COURCOURONNES;87681387;JOB;2024-11-26;2024;T12;T12;Avant 6h;63
VILLEPARISIS-MITRY-LE-NEUF;87271510;SAM;2019-03-16;2019;B;B;De 16h à 20h;1046
VITRY-SUR-SEINE;87545293;JOB;2025-11-02;2025;C;C;De 10h à 16h;1745
VAL-DE-FONTENAY;87113712;DIM;2022-03-20;2022;E;E;Avant 6h;45
ETAMPES;87545137;SAM;2025-08-02;2025;C;C;Après 20h;141
PEREIRE-LEVALLOIS;87381012;SAM;2025-08-02;2025;C;C;De 10h à 16h;1061
VITRY-SUR-SEINE;87545293;JOB;2025-06-02;2025;C;C;De 16h à 20h;2017
MAISONS-LAFFITTE;87386425;JOB;2022-11-30;2022;A;A;Après 20h;419
EVRY-VAL-DE-SEINE;87681361;DIM;2024-03-03;2024;D;D;De 10h à 16h;272
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;DIM;2024-03-03;2024;D;D;Après 20h;823
CORBEIL-ESSONNES;87681007;DIM;2024-03-03;2024;D;D;Après 20h;1074
VERNON-GIVERNY;87415604;JOB;2025-01-04;2025;J;J5;De 10h à 16h;160
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;De 10h à 16h;29
PIERRELAYE;87276097;JOB;2024-01-16;2024;H;H;De 10h à 16h;318
LES-GRESILLONS;87272146;SAM;2025-08-02;2025;C;C;De 16h à 20h;1189
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;N;N;Après 20h;64
EVRY-COURCOURONNES;87681387;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;1001
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE;87113795;SAM;2022-03-19;2022;E;E;Avant 6h;121
MASSY-EUROPE;87725465;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;238
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;N;N;De 10h à 16h;400
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;J;J6;Après 20h;253
PLAISIR-LES-CLAYES;87393629;JOB;2024-01-16;2024;N;N;De 16h à 20h;687
LA-BORNE-BLANCHE;87276287;DIM;2024-03-03;2024;D;D;De 6h à 10h;14
VERNOU-SUR-SEINE;87682468;SAM;2024-01-20;2024;R;R;Avant 6h;1
FREPILLON;87276659;SAM;2024-01-20;2024;H;H;De 10h à 16h;124
PLAISIR-LES-CLAYES;87393629;SAM;2024-01-20;2024;N;N;Après 20h;302
MASSY-PALAISEAU;87393579;JOB;2025-04-02;2025;C;C;Avant 6h;15
MANTES-STATION;87381590;JOB;2025-01-04;2025;J;J5;Après 20h;41
FONTAINEBLEAU-AVON;87682211;SAM;2024-01-20;2024;R;R;De 10h à 16h;2124
VITRY-SUR-SEINE;87545293;DIM;2025-09-02;2025;C;C;De 10h à 16h;1159
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;K;K;Après 20h;179
VERSAILLES-CHANTIERS;87393009;JOB;2024-04-25;2024;U;U;Après 20h;209
CORBEIL-ESSONNES;87681007;JOB;2024-02-04;2024;D;D;Après 20h;978
POISSY;87386573;SAM;2021-04-12;2021;J;J5;De 10h à 16h;1634
LA-FERTE-MILON;87116673;DIM;2023-09-17;2023;P;P;De 6h à 10h;8
MAREUIL-SUR-OURCQ;87116665;JOB;2023-09-19;2023;P;P;Après 20h;0
FOURQUEUX-BEL-AIR;87733675;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;306
PONTOISE;87276139;JOB;2024-01-16;2024;J;J6;De 16h à 20h;1421
MAURECOURT;87381483;DIM;2024-01-21;2024;J;J6;Après 20h;20
MAREUIL-SUR-OURCQ;87116665;JOB;2023-09-19;2023;P;P;De 16h à 20h;12
FREINVILLE-SEVRAN;87113894;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;722
PONTOISE;87276139;SAM;2024-01-20;2024;J;J6;De 10h à 16h;939
PLAISIR-LES-CLAYES;87393629;SAM;2024-01-20;2024;N;N;De 6h à 10h;106
VERSAILLES-RIVE-DROITE;87382861;SAM;2024-01-20;2024;L;L2;De 10h à 16h;2470
GOUSSAINVILLE;87276246;JOB;2024-05-03;2024;D;D;Avant 6h;625
PONTOISE;87276139;SAM;2025-08-02;2025;C;C;Avant 6h;46
